x,y
68.22480637928153,46.051251715025714
68.18793352999184,45.63675756071483
68.62289137489142,46.06816421316364
68.81935253631984,45.9581463626788
68.55509497132768,46.064168531441794
68.82342608025887,45.97851510792006
69.21042957029451,46.146547307707394
69.31778817639776,46.44922256592623
69.53811424347936,46.39640832366386
69.58949021955975,46.62101314522303
70.02753075140438,46.5873732782735
70.19178092058141,46.52374299285889
70.26577537114228,46.76420473023804
70.60692974984948,46.610914571183756
70.69109954241314,46.70953930204667
70.67630435627382,46.579070551562594
71.04576647310542,46.66981501248918
71.03283912760217,46.58968719224965
71.49554687521872,46.87553185278737
71.5442133408185,46.58160926377563
71.71263280607104,46.90558174071724
71.8275388721098,46.7882717612681
72.30294847404117,47.02011938486683
72.28676393227744,46.9837094459087
72.43646956537354,47.17007181872509
72.6389837331925,47.03190454252298
72.9629535544677,46.711385024083754
73.12935298043891,46.961814246131745
73.3279075619913,46.82066192149077
73.52201973920533,46.943444123871004
73.96988524538115,47.27288949518148
73.77866468871537,47.16732965483133
73.95343143116799,46.99300874542608
74.09839994283135,46.97277238209949
74.50252352608871,47.15773940034699
74.76850247523903,46.99951641654065
74.77037145360856,47.1118676612424
74.8489330657895,47.29140925340967
75.03787416365483,47.45167235806652
75.4447347305823,47.4053200563832
75.64315814431785,47.00796496242025
75.79650972367934,47.4371431581044
75.7973394692752,47.44444982255337
76.11280571821767,47.54035576697122
76.27491301985071,47.76793961704665
76.46818543141775,47.2659978964581
76.7425459288751,47.539657046970426
76.82023600937278,47.77277726510746
77.06175670805462,47.505809194087945
77.14158422142548,48.02653616127742
77.34459902172091,47.925772613554194
77.56392032536398,48.06624434598689
77.41682305065723,47.9257882494954
77.75175466144553,48.209166328698295
77.89156944016999,48.32659703791625
78.02680159056509,48.284078607964865
78.23994013991258,48.37075691417222
78.66208908795483,48.46625012883957
78.46266142159936,48.38996277728781
78.89051712260573,48.594766569208545
78.64364032994291,48.69510465365263
78.99470046944138,48.880214715972365
79.21629227525318,49.081005981313844
79.42486488134632,48.884140501512476
79.58680209835725,49.139566880562604
79.74047511705342,49.49937873879603
79.70872719017748,49.287834607838974
79.82949936545079,49.40153290752659
80.1636687449175,49.68390353422631
80.14075717574106,49.91198653186161
80.11100204161306,49.921782152712886
80.26375238852819,50.256994890257104
80.42577801648885,50.32646087506467
80.76685666975716,50.467070491575534
80.84095044788796,50.56918301094955
81.0492661851812,50.98273322606238
81.00660467449319,50.75241383539241
81.21845870018663,50.63416965613787
81.4115847718517,51.32857014399614
81.39359674935135,51.17404564122012
81.63005552773183,51.414990276693906
81.5831856991414,51.75248661412178
81.74845614515466,51.47389318847134
81.86570920160173,51.68538528505019
81.863379369806,51.79234915777292
82.23543178873962,52.073120080705934
82.21156807330297,52.4179573321138
82.40352469791968,52.59026153840982
82.59363278381929,52.71232353348812
82.70868743160032,52.61762081964848
82.8621379395026,52.64085452427624
82.86873351315715,53.152315972775966
82.94185905480393,53.22892688761132
83.1160313050074,53.522649937616215
82.9984268966618,53.71138599379873
83.15901423006092,53.777269198155444
83.30335729055746,54.01887322728401
83.47909201944272,54.085231276237565
83.81690342449764,54.27383270791696
83.75081770491263,54.22937962702383
83.96116057497207,54.44599432812091
84.34565300231057,54.637226487348876
84.23194252396449,54.86231054300778
84.53243911087606,54.80827534250934
84.42009708858271,55.07004665338265
84.6696274005719,55.07281573997094
84.70029010672101,55.2120302166258
84.93640216582338,55.467084782428046
85.25994088419654,55.15260488631491
85.02366247834719,55.36180920706536
85.49906664454373,55.434386552513246
85.62302463668027,55.40274551838273
85.6540570630111,55.74269449839551
85.68446892024369,56.04401411626609
86.07279973354859,55.97150876745838
86.14557870976091,56.12200163055041
86.4253538397705,56.32924205167715
86.56160826221846,56.433971799983055
86.96889712112193,56.28885287188481
86.86543496089236,56.562137017382824
86.9229089920486,56.428303858802956
87.28077946190686,56.339823861873725
87.46666600807404,56.42285168018841
87.81960446851919,56.33221863299109
87.9252847564487,56.45916879538944
88.04001586449098,56.57268480385036
88.39455979188122,56.776951368210824
88.18737095191098,56.940715144203395
88.46230893530705,56.497762486592215
88.61375363470455,56.78296415281631
